2,4.3, The marketing mix                                          ,jg99gFUHmd4,Online Distribution Channels (Place)
2,4.3, The marketing mix                                          ,M7EdYovWBp4,Multi Channel Distribution (Place)
2,5.1, Economies and diseconomies of scale    ,OBTeXJPeqTc,Diseconomies of Scale
2,5.2, Production                                                 ,q3KYxgAh6Yw,What is Business Operations?
2,5.2, Production                                                 ,lrvsjtx-CPk,Job Production
2,5.2, Production                                                 ,57Y6HWCjB_o,Batch Production
2,5.2, Production                                                 ,uCWJoS5qLRo,Flow Production
2,5.2, Production                                                 ,8G-0xL84r2I,Just in Case vs. Just in Time
2,5.2, Production                                                 ,LCmh6ehzM5I,Just in Case vs. Just in Time
2,5.2, Production                                                 ,6QRX4OD6ttk,Lean Production
2,5.3, Factors of production                                      ,N09D87TK7HE,Factors of Production
2,5.3, Factors of production                                      ,Wljl3KKemDQ,What are the factors of production?
2,5.4, Quality                                                    ,_DfQ5UORamg,Total Quality Management TQM
2,5.4, Quality                                                    ,v=tZ6g9UztPb8,Quality Control (QC)
2,5.4, Quality                                                    ,P6FcEmQ2BF0,Quality Assurance (QA)
2,6.01, Business Calculations - ARR                                ,,
2,6.02, Business Calculations - Break Even                         ,,
2,6.03, Business Calculation - Cash Flow                           ,,
2,6.04, Business Calculations - Costs & Revenue                    ,,
2,6.05, Business Calculations - Financial Methods of Motivation    ,,
2,6.06, Business Calculations - Gross & Net Profit Margin          ,,
2,6.07, Business Calculations - Gross and Net Profit               ,,
2,6.08, Business Calculations - Interest                           ,,
2,6.09, Business Calculations - productivity                       ,,
2,6.1, Business Calculations - The Economy and Business           ,,
2,6.11, Business Calculations - Understanding Business Performance ,,
